plantSlug,unitName,unitNo,plant_name,state,district,commissioning_date,plant_capacity,implementing_agency,commissioning_status,commissioning_group,year,fyear,decade,source,technology_type,generation_2015-16,generation_2016-17,generation_2017-18,generation_2018-19,generation_2019-20,generation_2020-21,generation_2008-09,generation_2009-10,generation_2010-11,generation_2011-12,generation_2012-13,generation_2013-14,generation_2014-15,generation_2021-22,generation_2022-23,generation_2023-24,generation_2024-25,generation_2007-08,plant_load_factor_2015-16,plant_load_factor_2016-17,plant_load_factor_2017-18,plant_load_factor_2018-19,plant_load_factor_2019-20,plant_load_factor_2020-21,plant_load_factor_2008-09,plant_load_factor_2009-10,plant_load_factor_2010-11,plant_load_factor_2011-12,plant_load_factor_2012-13,plant_load_factor_2013-14,plant_load_factor_2014-15,plant_load_factor_2021-22,plant_load_factor_2022-23,plant_load_factor_2023-24,plant_load_factor_2024-25,plant_load_factor_2007-08
thottiyar-hydro-power-project-kerala-state-electricity-board-kseb,,,Thottiyar Hydro Power Project,Kerala,Idukki,01-08-2024 00:00,30.0,Kerala State Electricity Board (KSEB),under-construction,pipeline,N.A.,N.A.,N.A.,hydro,Run of River type,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,9.06,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,3.4318181818181817,
thottiyar-hydro-power-project-kerala-state-electricity-board-kseb,,,Thottiyar Hydro Power Project,Kerala,Idukki,01-08-2024 00:00,10.0,Kerala State Electricity Board (KSEB),under-construction,pipeline,N.A.,N.A.,N.A.,hydro,Run of River type,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,9.06,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,3.4318181818181817,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 1,1.0,Kakrapar Atomic Power Station,Gujarat,Surat,06-05-1993 00:00,220.0,Nuclear Power Corporation of India,operational,operational,1993,1993-94,1990-1999,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 1,1.0,Kakrapar Atomic Power Station,Gujarat,Surat,01-09-1995 00:00,220.0,Nuclear Power Corporation of India,operational,operational,1995,1995-96,1990-1999,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 1,1.0,Kakrapar Atomic Power Station,Gujarat,Surat,30-06-2023 00:00,700.0,Nuclear Power Corporation of India,operational,operational,2023,2023-24,2020-2029,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 1,1.0,Kakrapar Atomic Power Station,Gujarat,Surat,31-03-2024 00:00,700.0,Nuclear Power Corporation of India,operational,operational,2024,2023-24,2020-2029,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 2,2.0,Kakrapar Atomic Power Station,Gujarat,Surat,06-05-1993 00:00,220.0,Nuclear Power Corporation of India,operational,operational,1993,1993-94,1990-1999,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 2,2.0,Kakrapar Atomic Power Station,Gujarat,Surat,01-09-1995 00:00,220.0,Nuclear Power Corporation of India,operational,operational,1995,1995-96,1990-1999,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 2,2.0,Kakrapar Atomic Power Station,Gujarat,Surat,30-06-2023 00:00,700.0,Nuclear Power Corporation of India,operational,operational,2023,2023-24,2020-2029,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 2,2.0,Kakrapar Atomic Power Station,Gujarat,Surat,31-03-2024 00:00,700.0,Nuclear Power Corporation of India,operational,operational,2024,2023-24,2020-2029,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 3,3.0,Kakrapar Atomic Power Station,Gujarat,Surat,06-05-1993 00:00,220.0,Nuclear Power Corporation of India,operational,operational,1993,1993-94,1990-1999,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 3,3.0,Kakrapar Atomic Power Station,Gujarat,Surat,01-09-1995 00:00,220.0,Nuclear Power Corporation of India,operational,operational,1995,1995-96,1990-1999,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 3,3.0,Kakrapar Atomic Power Station,Gujarat,Surat,30-06-2023 00:00,700.0,Nuclear Power Corporation of India,operational,operational,2023,2023-24,2020-2029,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 3,3.0,Kakrapar Atomic Power Station,Gujarat,Surat,31-03-2024 00:00,700.0,Nuclear Power Corporation of India,operational,operational,2024,2023-24,2020-2029,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 4,4.0,Kakrapar Atomic Power Station,Gujarat,Surat,06-05-1993 00:00,220.0,Nuclear Power Corporation of India,operational,operational,1993,1993-94,1990-1999,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 4,4.0,Kakrapar Atomic Power Station,Gujarat,Surat,01-09-1995 00:00,220.0,Nuclear Power Corporation of India,operational,operational,1995,1995-96,1990-1999,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 4,4.0,Kakrapar Atomic Power Station,Gujarat,Surat,30-06-2023 00:00,700.0,Nuclear Power Corporation of India,operational,operational,2023,2023-24,2020-2029,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakrapar-atomic-power-station-nuclear-power-corporation-of-india,Kakrapar Atomic Power Station Unit 4,4.0,Kakrapar Atomic Power Station,Gujarat,Surat,31-03-2024 00:00,700.0,Nuclear Power Corporation of India,operational,operational,2024,2023-24,2020-2029,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 1,1.0,Kaiga Generating Station,Karnataka,Uttara Kannada,16-11-2000 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2000,2000-01,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 1,1.0,Kaiga Generating Station,Karnataka,Uttara Kannada,16-03-2000 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2000,1999-00,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 1,1.0,Kaiga Generating Station,Karnataka,Uttara Kannada,06-05-2007 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2007,2007-08,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 1,1.0,Kaiga Generating Station,Karnataka,Uttara Kannada,20-01-2011 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2011,2010-11,2010-2019,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 2,2.0,Kaiga Generating Station,Karnataka,Uttara Kannada,16-11-2000 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2000,2000-01,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 2,2.0,Kaiga Generating Station,Karnataka,Uttara Kannada,16-03-2000 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2000,1999-00,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 2,2.0,Kaiga Generating Station,Karnataka,Uttara Kannada,06-05-2007 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2007,2007-08,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 2,2.0,Kaiga Generating Station,Karnataka,Uttara Kannada,20-01-2011 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2011,2010-11,2010-2019,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 3,3.0,Kaiga Generating Station,Karnataka,Uttara Kannada,16-11-2000 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2000,2000-01,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 3,3.0,Kaiga Generating Station,Karnataka,Uttara Kannada,16-03-2000 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2000,1999-00,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 3,3.0,Kaiga Generating Station,Karnataka,Uttara Kannada,06-05-2007 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2007,2007-08,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 3,3.0,Kaiga Generating Station,Karnataka,Uttara Kannada,20-01-2011 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2011,2010-11,2010-2019,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 4,4.0,Kaiga Generating Station,Karnataka,Uttara Kannada,16-11-2000 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2000,2000-01,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 4,4.0,Kaiga Generating Station,Karnataka,Uttara Kannada,16-03-2000 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2000,1999-00,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 4,4.0,Kaiga Generating Station,Karnataka,Uttara Kannada,06-05-2007 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2007,2007-08,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiga-generating-station-nuclear-power-corporation-of-india,Kaiga Generating Station Unit 4,4.0,Kaiga Generating Station,Karnataka,Uttara Kannada,20-01-2011 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2011,2010-11,2010-2019,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 1,1.0,Tarapur Atomic Power Station,Maharashtra,Thane,28-10-1969 00:00,160.0,Nuclear Power Corporation of India,operational,operational,1969,1969-70,1960-1969,nuclear,Boiling Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 1,1.0,Tarapur Atomic Power Station,Maharashtra,Thane,29-10-1969 00:00,160.0,Nuclear Power Corporation of India,operational,operational,1969,1969-70,1960-1969,nuclear,Boiling Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 1,1.0,Tarapur Atomic Power Station,Maharashtra,Thane,18-08-2006 00:00,540.0,Nuclear Power Corporation of India,operational,operational,2006,2006-07,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 1,1.0,Tarapur Atomic Power Station,Maharashtra,Thane,12-09-2005 00:00,540.0,Nuclear Power Corporation of India,operational,operational,2005,2005-06,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 2,2.0,Tarapur Atomic Power Station,Maharashtra,Thane,28-10-1969 00:00,160.0,Nuclear Power Corporation of India,operational,operational,1969,1969-70,1960-1969,nuclear,Boiling Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 2,2.0,Tarapur Atomic Power Station,Maharashtra,Thane,29-10-1969 00:00,160.0,Nuclear Power Corporation of India,operational,operational,1969,1969-70,1960-1969,nuclear,Boiling Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 2,2.0,Tarapur Atomic Power Station,Maharashtra,Thane,18-08-2006 00:00,540.0,Nuclear Power Corporation of India,operational,operational,2006,2006-07,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 2,2.0,Tarapur Atomic Power Station,Maharashtra,Thane,12-09-2005 00:00,540.0,Nuclear Power Corporation of India,operational,operational,2005,2005-06,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 3,3.0,Tarapur Atomic Power Station,Maharashtra,Thane,28-10-1969 00:00,160.0,Nuclear Power Corporation of India,operational,operational,1969,1969-70,1960-1969,nuclear,Boiling Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 3,3.0,Tarapur Atomic Power Station,Maharashtra,Thane,29-10-1969 00:00,160.0,Nuclear Power Corporation of India,operational,operational,1969,1969-70,1960-1969,nuclear,Boiling Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 3,3.0,Tarapur Atomic Power Station,Maharashtra,Thane,18-08-2006 00:00,540.0,Nuclear Power Corporation of India,operational,operational,2006,2006-07,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 3,3.0,Tarapur Atomic Power Station,Maharashtra,Thane,12-09-2005 00:00,540.0,Nuclear Power Corporation of India,operational,operational,2005,2005-06,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 4,4.0,Tarapur Atomic Power Station,Maharashtra,Thane,28-10-1969 00:00,160.0,Nuclear Power Corporation of India,operational,operational,1969,1969-70,1960-1969,nuclear,Boiling Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 4,4.0,Tarapur Atomic Power Station,Maharashtra,Thane,29-10-1969 00:00,160.0,Nuclear Power Corporation of India,operational,operational,1969,1969-70,1960-1969,nuclear,Boiling Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 4,4.0,Tarapur Atomic Power Station,Maharashtra,Thane,18-08-2006 00:00,540.0,Nuclear Power Corporation of India,operational,operational,2006,2006-07,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarapur-atomic-power-station-nuclear-power-corporation-of-india,Tarapur Atomic Power Station Unit 4,4.0,Tarapur Atomic Power Station,Maharashtra,Thane,12-09-2005 00:00,540.0,Nuclear Power Corporation of India,operational,operational,2005,2005-06,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rajasthan-atomic-power-station-nuclear-power-corporation-of-india,Rajasthan Atomic Power Station Unit 1,1.0,Rajasthan Atomic Power Station,Rajasthan,Kota,16-12-1973 00:00,100.0,Nuclear Power Corporation of India,operational,operational,1973,1973-74,1970-1979,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rajasthan-atomic-power-station-nuclear-power-corporation-of-india,Rajasthan Atomic Power Station Unit 1,1.0,Rajasthan Atomic Power Station,Rajasthan,Kota,01-04-1981 00:00,200.0,Nuclear Power Corporation of India,operational,operational,1981,1981-82,1980-1989,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rajasthan-atomic-power-station-nuclear-power-corporation-of-india,Rajasthan Atomic Power Station Unit 1,1.0,Rajasthan Atomic Power Station,Rajasthan,Kota,01-06-2000 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2000,2000-01,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rajasthan-atomic-power-station-nuclear-power-corporation-of-india,Rajasthan Atomic Power Station Unit 1,1.0,Rajasthan Atomic Power Station,Rajasthan,Kota,23-12-2000 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2000,2000-01,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rajasthan-atomic-power-station-nuclear-power-corporation-of-india,Rajasthan Atomic Power Station Unit 1,1.0,Rajasthan Atomic Power Station,Rajasthan,Kota,04-02-2010 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2010,2009-10,2010-2019,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rajasthan-atomic-power-station-nuclear-power-corporation-of-india,Rajasthan Atomic Power Station Unit 1,1.0,Rajasthan Atomic Power Station,Rajasthan,Kota,31-03-2010 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2010,2009-10,2010-2019,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rajasthan-atomic-power-station-nuclear-power-corporation-of-india,Rajasthan Atomic Power Station Unit 1,1.0,Rajasthan Atomic Power Station,Rajasthan,Kota,18-09-2026 00:00,700.0,Nuclear Power Corporation of India,under-construction,pipeline,2026,2026-27,2020-2029,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rajasthan-atomic-power-station-nuclear-power-corporation-of-india,Rajasthan Atomic Power Station Unit 1,1.0,Rajasthan Atomic Power Station,Rajasthan,Kota,18-09-2026 00:00,700.0,Nuclear Power Corporation of India,under-construction,pipeline,2026,2026-27,2020-2029,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rajasthan-atomic-power-station-nuclear-power-corporation-of-india,Rajasthan Atomic Power Station Unit 2,2.0,Rajasthan Atomic Power Station,Rajasthan,Kota,16-12-1973 00:00,100.0,Nuclear Power Corporation of India,operational,operational,1973,1973-74,1970-1979,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rajasthan-atomic-power-station-nuclear-power-corporation-of-india,Rajasthan Atomic Power Station Unit 2,2.0,Rajasthan Atomic Power Station,Rajasthan,Kota,01-04-1981 00:00,200.0,Nuclear Power Corporation of India,operational,operational,1981,1981-82,1980-1989,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rajasthan-atomic-power-station-nuclear-power-corporation-of-india,Rajasthan Atomic Power Station Unit 2,2.0,Rajasthan Atomic Power Station,Rajasthan,Kota,01-06-2000 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2000,2000-01,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rajasthan-atomic-power-station-nuclear-power-corporation-of-india,Rajasthan Atomic Power Station Unit 2,2.0,Rajasthan Atomic Power Station,Rajasthan,Kota,23-12-2000 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2000,2000-01,2000-2009,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rajasthan-atomic-power-station-nuclear-power-corporation-of-india,Rajasthan Atomic Power Station Unit 2,2.0,Rajasthan Atomic Power Station,Rajasthan,Kota,04-02-2010 00:00,220.0,Nuclear Power Corporation of India,operational,operational,2010,2009-10,2010-2019,nuclear,Pressurised Heavy Water Reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
