plantSlug,unitName,unitNo,plant_name,state,district,commissioning_date,plant_capacity,implementing_agency,commissioning_status,commissioning_group,year,fyear,decade,source,technology_type,generation_2015-16,generation_2016-17,generation_2017-18,generation_2018-19,generation_2019-20,generation_2020-21,generation_2008_09,generation_2009_10,generation_2010_11,generation_2011_12,generation_2012_13,generation_2013_14,generation_2014_15,generation_2021_22,generation_2022_23,generation_2023_24,generation_2024_25,generation_2007_08,plant_load_factor_2015_16,plant_load_factor_2016_17,plant_load_factor_2017_18,plant_load_factor_2018_19,plant_load_factor_2019_20,plant_load_factor_2020_21,plant_load_factor_2008_09,plant_load_factor_2009_10,plant_load_factor_2010_11,plant_load_factor_2011_12,plant_load_factor_2012_13,plant_load_factor_2013_14,plant_load_factor_2014_15,plant_load_factor_2021_22,plant_load_factor_2022_23,plant_load_factor_2023_24,plant_load_factor_2024_25,plant_load_factor_2007_08
simhadri-tpp-ntpc-ltd,Simhadri Thermal Power Plant Phase II Unit 4,4.0,Simhadri TPP,Andhra Pradesh,Visakhapatnam,01-03-2011 00:00,500.0,NTPC Ltd.,operational,operational,2011,2010-11,2010-2019,coal,Subcritical,3770.04,3321.49,2891.03,3054.5,2750.21,2466.0375,0.0,0.0,0.0,0.0,1661.51,3649.23,3404.86,3198.61,2929.69,3142.37,1990.3,0.0,85.83879781,75.83310502,66.00525114,69.73744292,62.61862477,56.30222603,0.0,0.0,0.0,0.0,74.6,83.3,77.7,73.02762557,66.88789954,71.54758652,60.31212121,0.0
simhadri-tpp-ntpc-ltd,Simhadri Thermal Power Plant Phase II Unit 4,4.0,Simhadri TPP,Andhra Pradesh,Visakhapatnam,01-03-2012 00:00,500.0,NTPC Ltd.,operational,operational,2012,2011-12,2010-2019,coal,Subcritical,3770.04,3321.49,2891.03,3054.5,2750.21,2466.0375,0.0,0.0,0.0,0.0,1661.51,3649.23,3404.86,3198.61,2929.69,3142.37,1990.3,0.0,85.83879781,75.83310502,66.00525114,69.73744292,62.61862477,56.30222603,0.0,0.0,0.0,0.0,74.6,83.3,77.7,73.02762557,66.88789954,71.54758652,60.31212121,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 1,1.0,Kothagudem TPS,Telangana,Khammam,01-07-1966 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1966,1966-67,1960-1969,coal,Subcritical,371.16,332.01,347.15,394.477,318.14,0.0,401.24,371.28,466.24,447.76,406.26,397.92,415.32,0.0,0.0,0.0,0.0,0.0,70.42349727,63.16780822,66.04832572,75.05270167,60.36353977,0.0,76.3,70.6,88.7,85.0,77.3,75.7,79.0,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 1,1.0,Kothagudem TPS,Telangana,Khammam,01-11-1966 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1966,1966-67,1960-1969,coal,Subcritical,371.16,332.01,347.15,394.477,318.14,0.0,401.24,371.28,466.24,447.76,406.26,397.92,415.32,0.0,0.0,0.0,0.0,0.0,70.42349727,63.16780822,66.04832572,75.05270167,60.36353977,0.0,76.3,70.6,88.7,85.0,77.3,75.7,79.0,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 1,1.0,Kothagudem TPS,Telangana,Khammam,01-05-1967 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1967,1967-68,1960-1969,coal,Subcritical,371.16,332.01,347.15,394.477,318.14,0.0,401.24,371.28,466.24,447.76,406.26,397.92,415.32,0.0,0.0,0.0,0.0,0.0,70.42349727,63.16780822,66.04832572,75.05270167,60.36353977,0.0,76.3,70.6,88.7,85.0,77.3,75.7,79.0,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 1,1.0,Kothagudem TPS,Telangana,Khammam,01-07-1967 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1967,1967-68,1960-1969,coal,Subcritical,371.16,332.01,347.15,394.477,318.14,0.0,401.24,371.28,466.24,447.76,406.26,397.92,415.32,0.0,0.0,0.0,0.0,0.0,70.42349727,63.16780822,66.04832572,75.05270167,60.36353977,0.0,76.3,70.6,88.7,85.0,77.3,75.7,79.0,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 1,1.0,Kothagudem TPS,Telangana,Khammam,01-08-1974 00:00,120.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1974,1974-75,1970-1979,coal,Subcritical,371.16,332.01,347.15,394.477,318.14,0.0,401.24,371.28,466.24,447.76,406.26,397.92,415.32,0.0,0.0,0.0,0.0,0.0,70.42349727,63.16780822,66.04832572,75.05270167,60.36353977,0.0,76.3,70.6,88.7,85.0,77.3,75.7,79.0,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 1,1.0,Kothagudem TPS,Telangana,Khammam,01-12-1974 00:00,120.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1974,1974-75,1970-1979,coal,Subcritical,371.16,332.01,347.15,394.477,318.14,0.0,401.24,371.28,466.24,447.76,406.26,397.92,415.32,0.0,0.0,0.0,0.0,0.0,70.42349727,63.16780822,66.04832572,75.05270167,60.36353977,0.0,76.3,70.6,88.7,85.0,77.3,75.7,79.0,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 1,1.0,Kothagudem TPS,Telangana,Khammam,01-03-1977 00:00,120.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1977,1976-77,1970-1979,coal,Subcritical,371.16,332.01,347.15,394.477,318.14,0.0,401.24,371.28,466.24,447.76,406.26,397.92,415.32,0.0,0.0,0.0,0.0,0.0,70.42349727,63.16780822,66.04832572,75.05270167,60.36353977,0.0,76.3,70.6,88.7,85.0,77.3,75.7,79.0,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 1,1.0,Kothagudem TPS,Telangana,Khammam,01-01-1978 00:00,120.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1978,1977-78,1970-1979,coal,Subcritical,371.16,332.01,347.15,394.477,318.14,0.0,401.24,371.28,466.24,447.76,406.26,397.92,415.32,0.0,0.0,0.0,0.0,0.0,70.42349727,63.16780822,66.04832572,75.05270167,60.36353977,0.0,76.3,70.6,88.7,85.0,77.3,75.7,79.0,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 1,1.0,Kothagudem TPS,Telangana,Khammam,01-03-1997 00:00,250.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),operational,operational,1997,1996-97,1990-1999,coal,Subcritical,371.16,332.01,347.15,394.477,318.14,0.0,401.24,371.28,466.24,447.76,406.26,397.92,415.32,0.0,0.0,0.0,0.0,0.0,70.42349727,63.16780822,66.04832572,75.05270167,60.36353977,0.0,76.3,70.6,88.7,85.0,77.3,75.7,79.0,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 1,1.0,Kothagudem TPS,Telangana,Khammam,01-02-1998 00:00,250.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),operational,operational,1998,1997-98,1990-1999,coal,Subcritical,371.16,332.01,347.15,394.477,318.14,0.0,401.24,371.28,466.24,447.76,406.26,397.92,415.32,0.0,0.0,0.0,0.0,0.0,70.42349727,63.16780822,66.04832572,75.05270167,60.36353977,0.0,76.3,70.6,88.7,85.0,77.3,75.7,79.0,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 1,1.0,Kothagudem TPS,Telangana,Khammam,01-06-2011 00:00,500.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),operational,operational,2011,2011-12,2010-2019,coal,Subcritical,371.16,332.01,347.15,394.477,318.14,0.0,401.24,371.28,466.24,447.76,406.26,397.92,415.32,0.0,0.0,0.0,0.0,0.0,70.42349727,63.16780822,66.04832572,75.05270167,60.36353977,0.0,76.3,70.6,88.7,85.0,77.3,75.7,79.0,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 1,1.0,Kothagudem TPS,Telangana,Khammam,01-12-2018 00:00,800.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),operational,operational,2018,2018-19,2010-2019,coal,Supercritical,371.16,332.01,347.15,394.477,318.14,0.0,401.24,371.28,466.24,447.76,406.26,397.92,415.32,0.0,0.0,0.0,0.0,0.0,70.42349727,63.16780822,66.04832572,75.05270167,60.36353977,0.0,76.3,70.6,88.7,85.0,77.3,75.7,79.0,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 2,2.0,Kothagudem TPS,Telangana,Khammam,01-07-1966 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1966,1966-67,1960-1969,coal,Subcritical,391.1,347.28,364.79,420.099,306.68,0.0,407.86,457.46,393.24,449.7,406.13,393.46,426.2,0.0,0.0,0.0,0.0,0.0,74.20689132,66.07305936,69.40449011,79.92751142,58.18913175,0.0,77.6,87.0,74.8,85.3,77.3,74.9,81.1,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 2,2.0,Kothagudem TPS,Telangana,Khammam,01-11-1966 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1966,1966-67,1960-1969,coal,Subcritical,391.1,347.28,364.79,420.099,306.68,0.0,407.86,457.46,393.24,449.7,406.13,393.46,426.2,0.0,0.0,0.0,0.0,0.0,74.20689132,66.07305936,69.40449011,79.92751142,58.18913175,0.0,77.6,87.0,74.8,85.3,77.3,74.9,81.1,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 2,2.0,Kothagudem TPS,Telangana,Khammam,01-05-1967 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1967,1967-68,1960-1969,coal,Subcritical,391.1,347.28,364.79,420.099,306.68,0.0,407.86,457.46,393.24,449.7,406.13,393.46,426.2,0.0,0.0,0.0,0.0,0.0,74.20689132,66.07305936,69.40449011,79.92751142,58.18913175,0.0,77.6,87.0,74.8,85.3,77.3,74.9,81.1,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 2,2.0,Kothagudem TPS,Telangana,Khammam,01-07-1967 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1967,1967-68,1960-1969,coal,Subcritical,391.1,347.28,364.79,420.099,306.68,0.0,407.86,457.46,393.24,449.7,406.13,393.46,426.2,0.0,0.0,0.0,0.0,0.0,74.20689132,66.07305936,69.40449011,79.92751142,58.18913175,0.0,77.6,87.0,74.8,85.3,77.3,74.9,81.1,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 2,2.0,Kothagudem TPS,Telangana,Khammam,01-08-1974 00:00,120.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1974,1974-75,1970-1979,coal,Subcritical,391.1,347.28,364.79,420.099,306.68,0.0,407.86,457.46,393.24,449.7,406.13,393.46,426.2,0.0,0.0,0.0,0.0,0.0,74.20689132,66.07305936,69.40449011,79.92751142,58.18913175,0.0,77.6,87.0,74.8,85.3,77.3,74.9,81.1,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 2,2.0,Kothagudem TPS,Telangana,Khammam,01-12-1974 00:00,120.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1974,1974-75,1970-1979,coal,Subcritical,391.1,347.28,364.79,420.099,306.68,0.0,407.86,457.46,393.24,449.7,406.13,393.46,426.2,0.0,0.0,0.0,0.0,0.0,74.20689132,66.07305936,69.40449011,79.92751142,58.18913175,0.0,77.6,87.0,74.8,85.3,77.3,74.9,81.1,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 2,2.0,Kothagudem TPS,Telangana,Khammam,01-03-1977 00:00,120.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1977,1976-77,1970-1979,coal,Subcritical,391.1,347.28,364.79,420.099,306.68,0.0,407.86,457.46,393.24,449.7,406.13,393.46,426.2,0.0,0.0,0.0,0.0,0.0,74.20689132,66.07305936,69.40449011,79.92751142,58.18913175,0.0,77.6,87.0,74.8,85.3,77.3,74.9,81.1,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 2,2.0,Kothagudem TPS,Telangana,Khammam,01-01-1978 00:00,120.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1978,1977-78,1970-1979,coal,Subcritical,391.1,347.28,364.79,420.099,306.68,0.0,407.86,457.46,393.24,449.7,406.13,393.46,426.2,0.0,0.0,0.0,0.0,0.0,74.20689132,66.07305936,69.40449011,79.92751142,58.18913175,0.0,77.6,87.0,74.8,85.3,77.3,74.9,81.1,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 2,2.0,Kothagudem TPS,Telangana,Khammam,01-03-1997 00:00,250.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),operational,operational,1997,1996-97,1990-1999,coal,Subcritical,391.1,347.28,364.79,420.099,306.68,0.0,407.86,457.46,393.24,449.7,406.13,393.46,426.2,0.0,0.0,0.0,0.0,0.0,74.20689132,66.07305936,69.40449011,79.92751142,58.18913175,0.0,77.6,87.0,74.8,85.3,77.3,74.9,81.1,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 2,2.0,Kothagudem TPS,Telangana,Khammam,01-02-1998 00:00,250.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),operational,operational,1998,1997-98,1990-1999,coal,Subcritical,391.1,347.28,364.79,420.099,306.68,0.0,407.86,457.46,393.24,449.7,406.13,393.46,426.2,0.0,0.0,0.0,0.0,0.0,74.20689132,66.07305936,69.40449011,79.92751142,58.18913175,0.0,77.6,87.0,74.8,85.3,77.3,74.9,81.1,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 2,2.0,Kothagudem TPS,Telangana,Khammam,01-06-2011 00:00,500.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),operational,operational,2011,2011-12,2010-2019,coal,Subcritical,391.1,347.28,364.79,420.099,306.68,0.0,407.86,457.46,393.24,449.7,406.13,393.46,426.2,0.0,0.0,0.0,0.0,0.0,74.20689132,66.07305936,69.40449011,79.92751142,58.18913175,0.0,77.6,87.0,74.8,85.3,77.3,74.9,81.1,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage I Unit 2,2.0,Kothagudem TPS,Telangana,Khammam,01-12-2018 00:00,800.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),operational,operational,2018,2018-19,2010-2019,coal,Supercritical,391.1,347.28,364.79,420.099,306.68,0.0,407.86,457.46,393.24,449.7,406.13,393.46,426.2,0.0,0.0,0.0,0.0,0.0,74.20689132,66.07305936,69.40449011,79.92751142,58.18913175,0.0,77.6,87.0,74.8,85.3,77.3,74.9,81.1,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 3,3.0,Kothagudem TPS,Telangana,Khammam,01-07-1966 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1966,1966-67,1960-1969,coal,Subcritical,368.06,362.56,52.29,0.0,0.0,0.0,392.13,441.52,438.38,445.33,417.21,374.51,338.84,0.0,0.0,0.0,0.0,0.0,69.83530662,68.98021309,9.948630137,0.0,0.0,0.0,74.6,84.0,83.4,84.5,79.4,71.3,64.5,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 3,3.0,Kothagudem TPS,Telangana,Khammam,01-11-1966 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1966,1966-67,1960-1969,coal,Subcritical,368.06,362.56,52.29,0.0,0.0,0.0,392.13,441.52,438.38,445.33,417.21,374.51,338.84,0.0,0.0,0.0,0.0,0.0,69.83530662,68.98021309,9.948630137,0.0,0.0,0.0,74.6,84.0,83.4,84.5,79.4,71.3,64.5,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 3,3.0,Kothagudem TPS,Telangana,Khammam,01-05-1967 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1967,1967-68,1960-1969,coal,Subcritical,368.06,362.56,52.29,0.0,0.0,0.0,392.13,441.52,438.38,445.33,417.21,374.51,338.84,0.0,0.0,0.0,0.0,0.0,69.83530662,68.98021309,9.948630137,0.0,0.0,0.0,74.6,84.0,83.4,84.5,79.4,71.3,64.5,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 3,3.0,Kothagudem TPS,Telangana,Khammam,01-07-1967 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1967,1967-68,1960-1969,coal,Subcritical,368.06,362.56,52.29,0.0,0.0,0.0,392.13,441.52,438.38,445.33,417.21,374.51,338.84,0.0,0.0,0.0,0.0,0.0,69.83530662,68.98021309,9.948630137,0.0,0.0,0.0,74.6,84.0,83.4,84.5,79.4,71.3,64.5,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 3,3.0,Kothagudem TPS,Telangana,Khammam,01-08-1974 00:00,120.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1974,1974-75,1970-1979,coal,Subcritical,368.06,362.56,52.29,0.0,0.0,0.0,392.13,441.52,438.38,445.33,417.21,374.51,338.84,0.0,0.0,0.0,0.0,0.0,69.83530662,68.98021309,9.948630137,0.0,0.0,0.0,74.6,84.0,83.4,84.5,79.4,71.3,64.5,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 3,3.0,Kothagudem TPS,Telangana,Khammam,01-12-1974 00:00,120.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1974,1974-75,1970-1979,coal,Subcritical,368.06,362.56,52.29,0.0,0.0,0.0,392.13,441.52,438.38,445.33,417.21,374.51,338.84,0.0,0.0,0.0,0.0,0.0,69.83530662,68.98021309,9.948630137,0.0,0.0,0.0,74.6,84.0,83.4,84.5,79.4,71.3,64.5,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 3,3.0,Kothagudem TPS,Telangana,Khammam,01-03-1977 00:00,120.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1977,1976-77,1970-1979,coal,Subcritical,368.06,362.56,52.29,0.0,0.0,0.0,392.13,441.52,438.38,445.33,417.21,374.51,338.84,0.0,0.0,0.0,0.0,0.0,69.83530662,68.98021309,9.948630137,0.0,0.0,0.0,74.6,84.0,83.4,84.5,79.4,71.3,64.5,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 3,3.0,Kothagudem TPS,Telangana,Khammam,01-01-1978 00:00,120.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1978,1977-78,1970-1979,coal,Subcritical,368.06,362.56,52.29,0.0,0.0,0.0,392.13,441.52,438.38,445.33,417.21,374.51,338.84,0.0,0.0,0.0,0.0,0.0,69.83530662,68.98021309,9.948630137,0.0,0.0,0.0,74.6,84.0,83.4,84.5,79.4,71.3,64.5,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 3,3.0,Kothagudem TPS,Telangana,Khammam,01-03-1997 00:00,250.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),operational,operational,1997,1996-97,1990-1999,coal,Subcritical,368.06,362.56,52.29,0.0,0.0,0.0,392.13,441.52,438.38,445.33,417.21,374.51,338.84,0.0,0.0,0.0,0.0,0.0,69.83530662,68.98021309,9.948630137,0.0,0.0,0.0,74.6,84.0,83.4,84.5,79.4,71.3,64.5,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 3,3.0,Kothagudem TPS,Telangana,Khammam,01-02-1998 00:00,250.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),operational,operational,1998,1997-98,1990-1999,coal,Subcritical,368.06,362.56,52.29,0.0,0.0,0.0,392.13,441.52,438.38,445.33,417.21,374.51,338.84,0.0,0.0,0.0,0.0,0.0,69.83530662,68.98021309,9.948630137,0.0,0.0,0.0,74.6,84.0,83.4,84.5,79.4,71.3,64.5,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 3,3.0,Kothagudem TPS,Telangana,Khammam,01-06-2011 00:00,500.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),operational,operational,2011,2011-12,2010-2019,coal,Subcritical,368.06,362.56,52.29,0.0,0.0,0.0,392.13,441.52,438.38,445.33,417.21,374.51,338.84,0.0,0.0,0.0,0.0,0.0,69.83530662,68.98021309,9.948630137,0.0,0.0,0.0,74.6,84.0,83.4,84.5,79.4,71.3,64.5,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 3,3.0,Kothagudem TPS,Telangana,Khammam,01-12-2018 00:00,800.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),operational,operational,2018,2018-19,2010-2019,coal,Supercritical,368.06,362.56,52.29,0.0,0.0,0.0,392.13,441.52,438.38,445.33,417.21,374.51,338.84,0.0,0.0,0.0,0.0,0.0,69.83530662,68.98021309,9.948630137,0.0,0.0,0.0,74.6,84.0,83.4,84.5,79.4,71.3,64.5,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 4,4.0,Kothagudem TPS,Telangana,Khammam,01-07-1966 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1966,1966-67,1960-1969,coal,Subcritical,342.23,401.44,366.53,426.8744,362.52,0.0,396.61,465.94,429.38,415.87,407.35,383.15,409.37,0.0,0.0,0.0,0.0,0.0,64.93435033,76.37747336,69.73554033,81.21659056,68.78415301,0.0,75.5,88.6,81.7,78.9,77.5,72.9,77.9,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 4,4.0,Kothagudem TPS,Telangana,Khammam,01-11-1966 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1966,1966-67,1960-1969,coal,Subcritical,342.23,401.44,366.53,426.8744,362.52,0.0,396.61,465.94,429.38,415.87,407.35,383.15,409.37,0.0,0.0,0.0,0.0,0.0,64.93435033,76.37747336,69.73554033,81.21659056,68.78415301,0.0,75.5,88.6,81.7,78.9,77.5,72.9,77.9,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 4,4.0,Kothagudem TPS,Telangana,Khammam,01-05-1967 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1967,1967-68,1960-1969,coal,Subcritical,342.23,401.44,366.53,426.8744,362.52,0.0,396.61,465.94,429.38,415.87,407.35,383.15,409.37,0.0,0.0,0.0,0.0,0.0,64.93435033,76.37747336,69.73554033,81.21659056,68.78415301,0.0,75.5,88.6,81.7,78.9,77.5,72.9,77.9,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 4,4.0,Kothagudem TPS,Telangana,Khammam,01-07-1967 00:00,60.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1967,1967-68,1960-1969,coal,Subcritical,342.23,401.44,366.53,426.8744,362.52,0.0,396.61,465.94,429.38,415.87,407.35,383.15,409.37,0.0,0.0,0.0,0.0,0.0,64.93435033,76.37747336,69.73554033,81.21659056,68.78415301,0.0,75.5,88.6,81.7,78.9,77.5,72.9,77.9,0.0,0.0,0.0,0.0,0.0
kothagudem-tps-telangana-state-power-generation-corp-ltd-tsgenco,Kothagudem Thermal Power Station A or Stage II Unit 4,4.0,Kothagudem TPS,Telangana,Khammam,01-08-1974 00:00,120.0,Telangana State Power Generation Corp. Ltd. (TSGENCO),decommissioned,retired,1974,1974-75,1970-1979,coal,Subcritical,342.23,401.44,366.53,426.8744,362.52,0.0,396.61,465.94,429.38,415.87,407.35,383.15,409.37,0.0,0.0,0.0,0.0,0.0,64.93435033,76.37747336,69.73554033,81.21659056,68.78415301,0.0,75.5,88.6,81.7,78.9,77.5,72.9,77.9,0.0,0.0,0.0,0.0,0.0
