plant_name,state,district,commissioning_date,plant_capacity,implementing_agency,commissioning_group,year,fyear,decade,plant_slug,source,technology_type
Unchahar or Feroz Gandhi TPS,Uttar Pradesh,Rae Bareli,01-11-1988 00:00,210,NTPC Ltd.,operational,1988,1988-89,1980-1989,unchahar-or-feroz-gandhi-tps-ntpc-ltd,coal,Subcritical
Unchahar or Feroz Gandhi TPS,Uttar Pradesh,Rae Bareli,01-03-1989 00:00,210,NTPC Ltd.,operational,1989,1988-89,1980-1989,unchahar-or-feroz-gandhi-tps-ntpc-ltd,coal,Subcritical
Unchahar or Feroz Gandhi TPS,Uttar Pradesh,Rae Bareli,01-01-1999 00:00,210,NTPC Ltd.,operational,1999,1998-99,1990-1999,unchahar-or-feroz-gandhi-tps-ntpc-ltd,coal,Subcritical
Unchahar or Feroz Gandhi TPS,Uttar Pradesh,Rae Bareli,01-10-1999 00:00,210,NTPC Ltd.,operational,1999,1999-00,1990-1999,unchahar-or-feroz-gandhi-tps-ntpc-ltd,coal,Subcritical
Unchahar or Feroz Gandhi TPS,Uttar Pradesh,Rae Bareli,01-09-2006 00:00,210,NTPC Ltd.,operational,2006,2006-07,2000-2009,unchahar-or-feroz-gandhi-tps-ntpc-ltd,coal,Subcritical
Unchahar or Feroz Gandhi TPS,Uttar Pradesh,Rae Bareli,31-03-2017 00:00,500,NTPC Ltd.,operational,2017,2016-17,2010-2019,unchahar-or-feroz-gandhi-tps-ntpc-ltd,coal,Subcritical
Tanda TPS,Uttar Pradesh,Ambedkar Nagar,01-01-1988 00:00,110,NTPC Ltd.,operational,1988,1987-88,1980-1989,tanda-tps-ntpc-ltd,coal,Subcritical
Tanda TPS,Uttar Pradesh,Ambedkar Nagar,01-03-1989 00:00,110,NTPC Ltd.,operational,1989,1988-89,1980-1989,tanda-tps-ntpc-ltd,coal,Subcritical
Tanda TPS,Uttar Pradesh,Ambedkar Nagar,01-03-1990 00:00,110,NTPC Ltd.,operational,1990,1989-90,1990-1999,tanda-tps-ntpc-ltd,coal,Subcritical
Tanda TPS,Uttar Pradesh,Ambedkar Nagar,01-02-1998 00:00,110,NTPC Ltd.,operational,1998,1997-98,1990-1999,tanda-tps-ntpc-ltd,coal,Subcritical
Tanda TPS,Uttar Pradesh,Ambedkar Nagar,01-09-2019 00:00,660,NTPC Ltd.,operational,2019,2019-20,2010-2019,tanda-tps-ntpc-ltd,coal,Supercritical
Rosa TPP,Uttar Pradesh,Shahjahanpur,01-02-2010 00:00,300,Rosa Power Supply Corp. Ltd. (Reliance Power Ltd.),operational,2010,2009-10,2010-2019,rosa-tpp-rosa-power-supply-corp-ltd-reliance-power-ltd,coal,Subcritical
Rosa TPP,Uttar Pradesh,Shahjahanpur,01-06-2010 00:00,300,Rosa Power Supply Corp. Ltd. (Reliance Power Ltd.),operational,2010,2010-11,2010-2019,rosa-tpp-rosa-power-supply-corp-ltd-reliance-power-ltd,coal,Subcritical
Rosa TPP,Uttar Pradesh,Shahjahanpur,01-12-2011 00:00,300,Rosa Power Supply Corp. Ltd. (Reliance Power Ltd.),operational,2011,2011-12,2010-2019,rosa-tpp-rosa-power-supply-corp-ltd-reliance-power-ltd,coal,Subcritical
Rosa TPP,Uttar Pradesh,Shahjahanpur,01-03-2012 00:00,300,Rosa Power Supply Corp. Ltd. (Reliance Power Ltd.),operational,2012,2011-12,2010-2019,rosa-tpp-rosa-power-supply-corp-ltd-reliance-power-ltd,coal,Subcritical
Barkhera TPS,Uttar Pradesh,Pilibhit,01-11-2011 00:00,45,Bajaj Energy Pvt. Ltd.,operational,2011,2011-12,2010-2019,barkhera-tps-bajaj-energy-pvt-ltd,coal,Subcritical
Barkhera TPS,Uttar Pradesh,Pilibhit,01-01-2012 00:00,45,Bajaj Energy Pvt. Ltd.,operational,2012,2011-12,2010-2019,barkhera-tps-bajaj-energy-pvt-ltd,coal,Subcritical
Maqsoodpur TPS,Uttar Pradesh,Shahjahanpur,01-11-2011 00:00,45,Bajaj Energy Pvt. Ltd.,operational,2011,2011-12,2010-2019,maqsoodpur-tps-bajaj-energy-pvt-ltd,coal,Subcritical
Maqsoodpur TPS,Uttar Pradesh,Shahjahanpur,01-01-2012 00:00,45,Bajaj Energy Pvt. Ltd.,operational,2012,2011-12,2010-2019,maqsoodpur-tps-bajaj-energy-pvt-ltd,coal,Subcritical
Khamberkhera TPS,Uttar Pradesh,Kheri,01-10-2011 00:00,45,Bajaj Energy Pvt. Ltd.,operational,2011,2011-12,2010-2019,khamberkhera-tps-bajaj-energy-pvt-ltd,coal,Subcritical
Khamberkhera TPS,Uttar Pradesh,Kheri,01-11-2011 00:00,45,Bajaj Energy Pvt. Ltd.,operational,2011,2011-12,2010-2019,khamberkhera-tps-bajaj-energy-pvt-ltd,coal,Subcritical
Kundarkhi TPS,Uttar Pradesh,Gonda,01-01-2012 00:00,45,Bajaj Energy Pvt. Ltd.,operational,2012,2011-12,2010-2019,kundarkhi-tps-bajaj-energy-pvt-ltd,coal,Subcritical
Kundarkhi TPS,Uttar Pradesh,Gonda,01-02-2012 00:00,45,Bajaj Energy Pvt. Ltd.,operational,2012,2011-12,2010-2019,kundarkhi-tps-bajaj-energy-pvt-ltd,coal,Subcritical
Utraula TPS,Uttar Pradesh,Balrampur,01-02-2012 00:00,45,Bajaj Energy Pvt. Ltd.,operational,2012,2011-12,2010-2019,utraula-tps-bajaj-energy-pvt-ltd,coal,Subcritical
Utraula TPS,Uttar Pradesh,Balrampur,01-03-2012 00:00,45,Bajaj Energy Pvt. Ltd.,operational,2012,2011-12,2010-2019,utraula-tps-bajaj-energy-pvt-ltd,coal,Subcritical
Lalitpur TPP,Uttar Pradesh,Lalitpur,01-01-2016 00:00,660,Lalitpur Power Generation Co. Ltd. (Bajaj Energy),operational,2016,2015-16,2010-2019,lalitpur-tpp-lalitpur-power-generation-co-ltd-bajaj-energy,coal,Supercritical
Lalitpur TPP,Uttar Pradesh,Lalitpur,08-01-2016 00:00,660,Lalitpur Power Generation Co. Ltd. (Bajaj Energy),operational,2016,2015-16,2010-2019,lalitpur-tpp-lalitpur-power-generation-co-ltd-bajaj-energy,coal,Supercritical
Lalitpur TPP,Uttar Pradesh,Lalitpur,01-04-2016 00:00,660,Lalitpur Power Generation Co. Ltd. (Bajaj Energy),operational,2016,2016-17,2010-2019,lalitpur-tpp-lalitpur-power-generation-co-ltd-bajaj-energy,coal,Supercritical
Prayagraj (Bara) TPP,Uttar Pradesh,Allahabad,25-12-2015 00:00,660,Prayagraj Power Generation Company Ltd. (Jai Prakash Power Ventures),operational,2015,2015-16,2010-2019,prayagraj-bara-tpp-prayagraj-power-generation-company-ltd-jai-prakash-power-ventures,coal,Supercritical
Prayagraj (Bara) TPP,Uttar Pradesh,Allahabad,06-09-2016 00:00,660,Prayagraj Power Generation Company Ltd. (Jai Prakash Power Ventures),operational,2016,2016-17,2010-2019,prayagraj-bara-tpp-prayagraj-power-generation-company-ltd-jai-prakash-power-ventures,coal,Supercritical
Prayagraj (Bara) TPP,Uttar Pradesh,Allahabad,22-05-2017 00:00,660,Prayagraj Power Generation Company Ltd. (Jai Prakash Power Ventures),operational,2017,2017-18,2010-2019,prayagraj-bara-tpp-prayagraj-power-generation-company-ltd-jai-prakash-power-ventures,coal,Supercritical
Meja STPP,Uttar Pradesh,Allahabad,01-03-2018 00:00,660,NTPC Ltd. & UPRVUNL,operational,2018,2017-18,2010-2019,meja-stpp-ntpc-ltd-uprvunl,coal,Supercritical
Sagardighi TPS,West Bengal,Murshidabad,01-09-2007 00:00,300,West Bengal Power Development Corp. Ltd.,operational,2007,2007-08,2000-2009,sagardighi-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Sagardighi TPS,West Bengal,Murshidabad,01-11-2008 00:00,300,West Bengal Power Development Corp. Ltd.,operational,2008,2008-09,2000-2009,sagardighi-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Sagardighi TPS,West Bengal,Murshidabad,14-12-2015 00:00,500,West Bengal Power Development Corp. Ltd.,operational,2015,2015-16,2010-2019,sagardighi-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Sagardighi TPS,West Bengal,Murshidabad,15-12-2016 00:00,500,West Bengal Power Development Corp. Ltd.,operational,2016,2016-17,2010-2019,sagardighi-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Bakreshwar TPS,West Bengal,Birbhum,01-07-1999 00:00,210,West Bengal Power Development Corp. Ltd.,operational,1999,1999-00,1990-1999,bakreshwar-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Bakreshwar TPS,West Bengal,Birbhum,01-05-2000 00:00,210,West Bengal Power Development Corp. Ltd.,operational,2000,2000-01,2000-2009,bakreshwar-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Bakreshwar TPS,West Bengal,Birbhum,01-03-2001 00:00,210,West Bengal Power Development Corp. Ltd.,operational,2001,2000-01,2000-2009,bakreshwar-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Bakreshwar TPS,West Bengal,Birbhum,01-12-2007 00:00,210,West Bengal Power Development Corp. Ltd.,operational,2007,2007-08,2000-2009,bakreshwar-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Bakreshwar TPS,West Bengal,Birbhum,01-06-2009 00:00,210,West Bengal Power Development Corp. Ltd.,operational,2009,2009-10,2000-2009,bakreshwar-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Santaldih TPS,West Bengal,Purulia,01-01-1974 00:00,120,West Bengal Power Development Corp. Ltd.,retired,1974,1973-74,1970-1979,santaldih-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Santaldih TPS,West Bengal,Purulia,01-07-1975 00:00,120,West Bengal Power Development Corp. Ltd.,retired,1975,1975-76,1970-1979,santaldih-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Santaldih TPS,West Bengal,Purulia,01-12-1978 00:00,120,West Bengal Power Development Corp. Ltd.,retired,1978,1978-79,1970-1979,santaldih-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Santaldih TPS,West Bengal,Purulia,01-03-1981 00:00,120,West Bengal Power Development Corp. Ltd.,retired,1981,1980-81,1980-1989,santaldih-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Santaldih TPS,West Bengal,Purulia,01-11-2007 00:00,250,West Bengal Power Development Corp. Ltd.,operational,2007,2007-08,2000-2009,santaldih-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Santaldih TPS,West Bengal,Purulia,01-06-2011 00:00,250,West Bengal Power Development Corp. Ltd.,operational,2011,2011-12,2010-2019,santaldih-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Farakka STPS,West Bengal,Murshidabad,01-01-1986 00:00,200,NTPC Ltd.,operational,1986,1985-86,1980-1989,farakka-stps-ntpc-ltd,coal,Subcritical
Farakka STPS,West Bengal,Murshidabad,01-12-1986 00:00,200,NTPC Ltd.,operational,1986,1986-87,1980-1989,farakka-stps-ntpc-ltd,coal,Subcritical
Farakka STPS,West Bengal,Murshidabad,01-08-1987 00:00,200,NTPC Ltd.,operational,1987,1987-88,1980-1989,farakka-stps-ntpc-ltd,coal,Subcritical
Farakka STPS,West Bengal,Murshidabad,01-09-1992 00:00,500,NTPC Ltd.,operational,1992,1992-93,1990-1999,farakka-stps-ntpc-ltd,coal,Subcritical
Farakka STPS,West Bengal,Murshidabad,01-02-1994 00:00,500,NTPC Ltd.,operational,1994,1993-94,1990-1999,farakka-stps-ntpc-ltd,coal,Subcritical
Farakka STPS,West Bengal,Murshidabad,01-04-2011 00:00,500,NTPC Ltd.,operational,2011,2011-12,2010-2019,farakka-stps-ntpc-ltd,coal,Subcritical
Budge Budge TPS,West Bengal,South 24 Parganas,01-09-1997 00:00,250,Calcutta Electric Supply Corp. Ltd. (CESC Ltd.),operational,1997,1997-98,1990-1999,budge-budge-tps-calcutta-electric-supply-corp-ltd-cesc-ltd,coal,Subcritical
Budge Budge TPS,West Bengal,South 24 Parganas,01-03-1999 00:00,250,Calcutta Electric Supply Corp. Ltd. (CESC Ltd.),operational,1999,1998-99,1990-1999,budge-budge-tps-calcutta-electric-supply-corp-ltd-cesc-ltd,coal,Subcritical
Budge Budge TPS,West Bengal,South 24 Parganas,01-07-2009 00:00,250,Calcutta Electric Supply Corp. Ltd. (CESC Ltd.),operational,2009,2009-10,2000-2009,budge-budge-tps-calcutta-electric-supply-corp-ltd-cesc-ltd,coal,Subcritical
Titagarh TPS,West Bengal,North 24 Parganas,01-12-1985 00:00,60,Calcutta Electric Supply Corp. Ltd. (CESC Ltd.),operational,1985,1985-86,1980-1989,titagarh-tps-calcutta-electric-supply-corp-ltd-cesc-ltd,coal,Subcritical
Titagarh TPS,West Bengal,North 24 Parganas,01-04-1982 00:00,60,Calcutta Electric Supply Corp. Ltd. (CESC Ltd.),operational,1982,1982-83,1980-1989,titagarh-tps-calcutta-electric-supply-corp-ltd-cesc-ltd,coal,Subcritical
Titagarh TPS,West Bengal,North 24 Parganas,01-01-1983 00:00,60,Calcutta Electric Supply Corp. Ltd. (CESC Ltd.),operational,1983,1982-83,1980-1989,titagarh-tps-calcutta-electric-supply-corp-ltd-cesc-ltd,coal,Subcritical
Titagarh TPS,West Bengal,North 24 Parganas,01-03-1984 00:00,60,Calcutta Electric Supply Corp. Ltd. (CESC Ltd.),operational,1984,1983-84,1980-1989,titagarh-tps-calcutta-electric-supply-corp-ltd-cesc-ltd,coal,Subcritical
Kolaghat TPS,West Bengal,Purba Medinipur,01-09-1990 00:00,210,West Bengal Power Development Corp. Ltd.,retired,1990,1990-91,1990-1999,kolaghat-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Kolaghat TPS,West Bengal,Purba Medinipur,01-03-1985 00:00,210,West Bengal Power Development Corp. Ltd.,retired,1985,1984-85,1980-1989,kolaghat-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Kolaghat TPS,West Bengal,Purba Medinipur,01-10-1984 00:00,210,West Bengal Power Development Corp. Ltd.,operational,1984,1984-85,1980-1989,kolaghat-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Kolaghat TPS,West Bengal,Purba Medinipur,01-04-1993 00:00,210,West Bengal Power Development Corp. Ltd.,operational,1993,1993-94,1990-1999,kolaghat-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Kolaghat TPS,West Bengal,Purba Medinipur,01-05-1991 00:00,210,West Bengal Power Development Corp. Ltd.,operational,1991,1991-92,1990-1999,kolaghat-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Kolaghat TPS,West Bengal,Purba Medinipur,01-01-1993 00:00,210,West Bengal Power Development Corp. Ltd.,operational,1993,1992-93,1990-1999,kolaghat-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Bandel TPS,West Bengal,Hooghly,01-11-1965 00:00,60,West Bengal Power Development Corp. Ltd.,retired,1965,1965-66,1960-1969,bandel-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Bandel TPS,West Bengal,Hooghly,01-05-1965 00:00,60,West Bengal Power Development Corp. Ltd.,operational,1965,1965-66,1960-1969,bandel-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Bandel TPS,West Bengal,Hooghly,01-11-1965 00:00,60,West Bengal Power Development Corp. Ltd.,retired,1965,1965-66,1960-1969,bandel-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Bandel TPS,West Bengal,Hooghly,01-05-1967 00:00,60,West Bengal Power Development Corp. Ltd.,retired,1967,1967-68,1960-1969,bandel-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Bandel TPS,West Bengal,Hooghly,01-10-1982 00:00,210,West Bengal Power Development Corp. Ltd.,operational,1982,1982-83,1980-1989,bandel-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Durgapur (DVC) TPS,West Bengal,Bardhaman,01-05-1966 00:00,130,Damodar Valley Corporation(DVC),retired,1966,1966-67,1960-1969,durgapur-dvc-tps-damodar-valley-corporation-dvc,coal,Subcritical
Durgapur (DVC) TPS,West Bengal,Bardhaman,01-09-1982 00:00,210,Damodar Valley Corporation(DVC),retired,1982,1982-83,1980-1989,durgapur-dvc-tps-damodar-valley-corporation-dvc,coal,Subcritical
Durgapur Projects (D.P.L.) TPS,West Bengal,Bardhaman,01-08-1960 00:00,30,Durgapur Projects Ltd.,retired,1960,1960-61,1960-1969,durgapur-projects-d-p-l-tps-durgapur-projects-ltd,coal,Subcritical
Durgapur Projects (D.P.L.) TPS,West Bengal,Bardhaman,01-06-1960 00:00,30,Durgapur Projects Ltd.,retired,1960,1960-61,1960-1969,durgapur-projects-d-p-l-tps-durgapur-projects-ltd,coal,Subcritical
Durgapur Projects (D.P.L.) TPS,West Bengal,Bardhaman,01-06-1964 00:00,70,Durgapur Projects Ltd.,retired,1964,1964-65,1960-1969,durgapur-projects-d-p-l-tps-durgapur-projects-ltd,coal,Subcritical
Durgapur Projects (D.P.L.) TPS,West Bengal,Bardhaman,01-09-1964 00:00,75,Durgapur Projects Ltd.,retired,1964,1964-65,1960-1969,durgapur-projects-d-p-l-tps-durgapur-projects-ltd,coal,Subcritical
Durgapur Projects (D.P.L.) TPS,West Bengal,Bardhaman,01-05-1966 00:00,75,Durgapur Projects Ltd.,retired,1966,1966-67,1960-1969,durgapur-projects-d-p-l-tps-durgapur-projects-ltd,coal,Subcritical
Durgapur Projects (D.P.L.) TPS,West Bengal,Bardhaman,01-07-1985 00:00,110,Durgapur Projects Ltd.,retired,1985,1985-86,1980-1989,durgapur-projects-d-p-l-tps-durgapur-projects-ltd,coal,Subcritical
Durgapur Projects (D.P.L.) TPS,West Bengal,Bardhaman,01-11-2007 00:00,300,Durgapur Projects Ltd.,operational,2007,2007-08,2000-2009,durgapur-projects-d-p-l-tps-durgapur-projects-ltd,coal,Subcritical
Durgapur Projects (D.P.L.) TPS,West Bengal,Bardhaman,31-03-2014 00:00,250,Durgapur Projects Ltd.,operational,2014,2013-14,2010-2019,durgapur-projects-d-p-l-tps-durgapur-projects-ltd,coal,Subcritical
Southern Generating Power Station (Southern Repl. TPS),West Bengal,Kolkata,01-08-1991 00:00,67.5,Calcutta Electric Supply Corp. Ltd. (CESC Ltd.),operational,1991,1991-92,1990-1999,southern-generating-power-station-southern-repl-tps-calcutta-electric-supply-corp-ltd-cesc-ltd,coal,Subcritical
Southern Generating Power Station (Southern Repl. TPS),West Bengal,Kolkata,01-04-1990 00:00,67.5,Calcutta Electric Supply Corp. Ltd. (CESC Ltd.),operational,1990,1990-91,1990-1999,southern-generating-power-station-southern-repl-tps-calcutta-electric-supply-corp-ltd-cesc-ltd,coal,Subcritical
Mejia TPS,West Bengal,Bankura,01-12-1995 00:00,210,Damodar Valley Corporation(DVC),operational,1995,1995-96,1990-1999,mejia-tps-damodar-valley-corporation-dvc,coal,Subcritical
Mejia TPS,West Bengal,Bankura,01-03-1997 00:00,210,Damodar Valley Corporation(DVC),operational,1997,1996-97,1990-1999,mejia-tps-damodar-valley-corporation-dvc,coal,Subcritical
Mejia TPS,West Bengal,Bankura,01-09-1998 00:00,210,Damodar Valley Corporation(DVC),operational,1998,1998-99,1990-1999,mejia-tps-damodar-valley-corporation-dvc,coal,Subcritical
Mejia TPS,West Bengal,Bankura,01-02-2004 00:00,210,Damodar Valley Corporation(DVC),operational,2004,2003-04,2000-2009,mejia-tps-damodar-valley-corporation-dvc,coal,Subcritical
Mejia TPS,West Bengal,Bankura,01-02-2007 00:00,250,Damodar Valley Corporation(DVC),operational,2007,2006-07,2000-2009,mejia-tps-damodar-valley-corporation-dvc,coal,Subcritical
Mejia TPS,West Bengal,Bankura,01-09-2007 00:00,250,Damodar Valley Corporation(DVC),operational,2007,2007-08,2000-2009,mejia-tps-damodar-valley-corporation-dvc,coal,Subcritical
Mejia TPS,West Bengal,Bankura,01-08-2010 00:00,500,Damodar Valley Corporation(DVC),operational,2010,2010-11,2010-2019,mejia-tps-damodar-valley-corporation-dvc,coal,Subcritical
Mejia TPS,West Bengal,Bankura,01-03-2011 00:00,500,Damodar Valley Corporation(DVC),operational,2011,2010-11,2010-2019,mejia-tps-damodar-valley-corporation-dvc,coal,Subcritical
New Cossipore Generating Station,West Bengal,Kolkata,01-10-1949 00:00,30,Calcutta Electric Supply Corp. Ltd. (CESC Ltd.),retired,1949,1949-50,Below 1950,new-cossipore-generating-station-calcutta-electric-supply-corp-ltd-cesc-ltd,coal,Subcritical
New Cossipore Generating Station,West Bengal,Kolkata,01-11-1949 00:00,30,Calcutta Electric Supply Corp. Ltd. (CESC Ltd.),retired,1949,1949-50,Below 1950,new-cossipore-generating-station-calcutta-electric-supply-corp-ltd-cesc-ltd,coal,Subcritical
New Cossipore Generating Station,West Bengal,Kolkata,01-10-1950 00:00,50,Calcutta Electric Supply Corp. Ltd. (CESC Ltd.),retired,1950,1950-51,1950-1959,new-cossipore-generating-station-calcutta-electric-supply-corp-ltd-cesc-ltd,coal,Subcritical
New Cossipore Generating Station,West Bengal,Kolkata,01-04-1963 00:00,50,Calcutta Electric Supply Corp. Ltd. (CESC Ltd.),retired,1963,1963-64,1960-1969,new-cossipore-generating-station-calcutta-electric-supply-corp-ltd-cesc-ltd,coal,Subcritical
Durgapur Steel TPS,West Bengal,Bardhaman,01-07-2011 00:00,500,Damodar Valley Corporation(DVC),operational,2011,2011-12,2010-2019,durgapur-steel-tps-damodar-valley-corporation-dvc,coal,Subcritical
Durgapur Steel TPS,West Bengal,Bardhaman,23-03-2012 00:00,500,Damodar Valley Corporation(DVC),operational,2012,2011-12,2010-2019,durgapur-steel-tps-damodar-valley-corporation-dvc,coal,Subcritical
Raghunathpur TPS,West Bengal,Purulia,24-08-2014 00:00,600,Damodar Valley Corporation(DVC),operational,2014,2014-15,2010-2019,raghunathpur-tps-damodar-valley-corporation-dvc,coal,Subcritical
Raghunathpur TPS,West Bengal,Purulia,18-01-2016 00:00,600,Damodar Valley Corporation(DVC),operational,2016,2015-16,2010-2019,raghunathpur-tps-damodar-valley-corporation-dvc,coal,Subcritical
Haldia TPP,West Bengal,Purba Medinipur,14-01-2014 00:00,300,Haldia Energy Ltd. (a subsidiary of CESC Ltd.),operational,2014,2013-14,2010-2019,haldia-tpp-haldia-energy-ltd-a-subsidiary-of-cesc-ltd,coal,Subcritical
Haldia TPP,West Bengal,Purba Medinipur,16-02-2015 00:00,300,Haldia Energy Ltd. (a subsidiary of CESC Ltd.),operational,2015,2014-15,2010-2019,haldia-tpp-haldia-energy-ltd-a-subsidiary-of-cesc-ltd,coal,Subcritical
Hiranmaye TPP,West Bengal,Purba Medinipur,01-08-2017 00:00,150,Hiranmaye Energy Ltd.,operational,2017,2017-18,2010-2019,hiranmaye-tpp-hiranmaye-energy-ltd,coal,Subcritical
Hiranmaye TPP,West Bengal,Purba Medinipur,01-03-2018 00:00,150,Hiranmaye Energy Ltd.,operational,2018,2017-18,2010-2019,hiranmaye-tpp-hiranmaye-energy-ltd,coal,Subcritical
Dishergarh TPS,West Bengal,Bardhaman,01-03-2019 00:00,12,India Power Corporation Ltd. (IPCL)/ DPSCL Ltd.,operational,2019,2018-19,2010-2019,dishergarh-tps-india-power-corporation-ltd-ipcl-dpscl-ltd,coal,Subcritical
Chinakuri TPS,West Bengal,Bardhaman,01-01-2005 00:00,30,India Power Corporation Ltd. (IPCL)/ DPSCL Ltd.,retired,2005,2004-05,2000-2009,chinakuri-tps-india-power-corporation-ltd-ipcl-dpscl-ltd,coal,Subcritical
Meja STPP,Uttar Pradesh,Allahabad,12-01-2021 00:00,660,NTPC Ltd. & UPRVUNL,operational,2021,2020-21,2020-2029,meja-stpp-ntpc-ltd-uprvunl,coal,Supercritical
Neyveli (New) TPP /Neyveli Extension,Tamil Nadu,Cuddalore,01-02-2021 00:00,500,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),operational,2021,2020-21,2020-2029,neyveli-new-tpp-neyveli-extension-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,coal,Supercritical
Gadarwara STPS,Madhya Pradesh,Narsinghpur,16-02-2021 00:00,800,NTPC Ltd.,operational,2021,2020-21,2020-2029,gadarwara-stps-ntpc-ltd,coal,Supercritical
Bhadradri TPP,Telangana,Khammam,01-03-2021 00:00,270,Telangana State Power Generation Corp. Ltd. (TSGENCO),operational,2021,2020-21,2020-2029,bhadradri-tpp-telangana-state-power-generation-corp-ltd-tsgenco,coal,Supercritical
New NabiNagar TPP (Majhiyan),Bihar,Aurangabad,31-03-2021 00:00,660,NTPC Ltd. & BSPGCL (NPGCL),operational,2021,2020-21,2020-2029,new-nabinagar-tpp-majhiyan-ntpc-ltd-bspgcl-npgcl,coal,Supercritical
Tanda TPS,Uttar Pradesh,Ambedkar Nagar,31-03-2021 00:00,660,NTPC Ltd.,operational,2021,2020-21,2020-2029,tanda-tps-ntpc-ltd,coal,Supercritical
Darlipali STPP,Odisha,Sundargarh,21-07-2021 00:00,800,NTPC Ltd.,operational,2021,2021-22,2020-2029,darlipali-stpp-ntpc-ltd,coal,Supercritical
Suratgarh STPS,Rajasthan,Sri Ganganagar,06-10-2021 00:00,660,Rajasthan Rajya Vidyut Utpadan Nigam Ltd.,operational,2021,2021-22,2020-2029,suratgarh-stps-rajasthan-rajya-vidyut-utpadan-nigam-ltd,coal,Supercritical
Barh STPP,Bihar,Patna,30-10-2021 00:00,660,NTPC Ltd.,operational,2021,2021-22,2020-2029,barh-stpp-ntpc-ltd,coal,Supercritical
Nabi Nagar TPP,Bihar,Aurangabad,01-11-2021 00:00,250,Nabinagar Power Generating Co. Pvt. Ltd. (JV of NTPC Ltd. & Ministry of Railways),operational,2021,2021-22,2020-2029,nabi-nagar-tpp-nabinagar-power-generating-co-pvt-ltd-jv-of-ntpc-ltd-ministry-of-railways,coal,Subcritical
Tuticorin Thermal Power Plant,Tamil Nadu,Thoothukudi,01-12-2021 00:00,525,SEPC Power Pvt. Ltd.,operational,2021,2021-22,2020-2029,tuticorin-thermal-power-plant-sepc-power-pvt-ltd,coal,Subcritical
Bhadradri TPP,Telangana,Khammam,22-01-2022 00:00,270,Telangana State Power Generation Corp. Ltd. (TSGENCO),operational,2022,2021-22,2020-2029,bhadradri-tpp-telangana-state-power-generation-corp-ltd-tsgenco,coal,Supercritical
Harduaganj TPS,Uttar Pradesh,Aligarh,29-01-2022 00:00,660,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),operational,2022,2021-22,2020-2029,harduaganj-tps-uttar-pradesh-rajya-vidyut-utpadan-nigam-limited-uprvunl,coal,Supercritical
New NabiNagar TPP (Majhiyan),Bihar,Aurangabad,06-03-2022 00:00,660,NTPC Ltd. & BSPGCL (NPGCL),operational,2022,2021-22,2020-2029,new-nabinagar-tpp-majhiyan-ntpc-ltd-bspgcl-npgcl,coal,Supercritical
North Karanpura TPP,Jharkhand,Chatra,18-01-2023 00:00,660,NTPC Ltd.,operational,2023,2022-23,2020-2029,north-karanpura-tpp-ntpc-ltd,coal,Supercritical
Damodaram Sanjeevaiah or Krishnapatnam TPP,Andhra Pradesh,Nellore,09-03-2023 00:00,800,Andhra Pradesh Power Development Company Limited (APPDCL),operational,2023,2022-23,2020-2029,damodaram-sanjeevaiah-or-krishnapatnam-tpp-andhra-pradesh-power-development-company-limited-appdcl,coal,Supercritical
Barh STPP,Bihar,Patna,30-06-2023 00:00,660,NTPC Ltd.,operational,2023,2023-24,2020-2029,barh-stpp-ntpc-ltd,coal,Supercritical
Shree Cement Ltd. TPS,Rajasthan,Beawar,31-08-2023 00:00,150,Shree Cement Ltd.,operational,2023,2023-24,2020-2029,shree-cement-ltd-tps-shree-cement-ltd,coal,Subcritical
