plant_name,state,district,commissioning_date,plant_capacity,implementing_agency,commissioning_group,year,fyear,decade,plant_slug,source,technology_type
Purulia Hydroelectric Power Project,West Bengal,Purulia,17-12-2007 00:00,225,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,2007,2007-08,2000-2009,purulia-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,hydro,Pumped Storage Scheme
Rammam II Hydroelectric Power Project,West Bengal,Darjeeling,01-08-1995 00:00,12.5,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,1995,1995-96,1990-1999,rammam-ii-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,hydro,Run of River type
Rammam II Hydroelectric Power Project,West Bengal,Darjeeling,01-08-1995 00:00,12.5,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,1995,1995-96,1990-1999,rammam-ii-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,hydro,Run of River type
Rammam II Hydroelectric Power Project,West Bengal,Darjeeling,01-08-1996 00:00,12.5,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,1996,1996-97,1990-1999,rammam-ii-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,hydro,Run of River type
Rammam II Hydroelectric Power Project,West Bengal,Darjeeling,01-08-1996 00:00,12.5,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,1996,1996-97,1990-1999,rammam-ii-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,hydro,Run of River type
Teesta Low Dam III Hydroelectric Power Project,West Bengal,Darjeeling,30-01-2013 00:00,33,National Hydroelectric Power Corporation (NHPC),operational,2013,2012-13,2010-2019,teesta-low-dam-iii-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River with Pondage
Teesta Low Dam III Hydroelectric Power Project,West Bengal,Darjeeling,20-01-2013 00:00,33,National Hydroelectric Power Corporation (NHPC),operational,2013,2012-13,2010-2019,teesta-low-dam-iii-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River with Pondage
Teesta Low Dam III Hydroelectric Power Project,West Bengal,Darjeeling,24-02-2013 00:00,33,National Hydroelectric Power Corporation (NHPC),operational,2013,2012-13,2010-2019,teesta-low-dam-iii-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River with Pondage
Teesta Low Dam III Hydroelectric Power Project,West Bengal,Darjeeling,01-04-2013 00:00,33,National Hydroelectric Power Corporation (NHPC),operational,2013,2013-14,2010-2019,teesta-low-dam-iii-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River with Pondage
Teesta Low Dam IV Hydroelectric Power Project,West Bengal,Darjeeling,14-02-2016 00:00,40,National Hydroelectric Power Corporation (NHPC),operational,2016,2015-16,2010-2019,teesta-low-dam-iv-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River with Pondage
Teesta Low Dam IV Hydroelectric Power Project,West Bengal,Darjeeling,16-03-2016 00:00,40,National Hydroelectric Power Corporation (NHPC),operational,2016,2015-16,2010-2019,teesta-low-dam-iv-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River with Pondage
Teesta Low Dam IV Hydroelectric Power Project,West Bengal,Darjeeling,03-07-2016 00:00,40,National Hydroelectric Power Corporation (NHPC),operational,2016,2016-17,2010-2019,teesta-low-dam-iv-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River with Pondage
Teesta Low Dam IV Hydroelectric Power Project,West Bengal,Darjeeling,11-08-2016 00:00,40,National Hydroelectric Power Corporation (NHPC),operational,2016,2016-17,2010-2019,teesta-low-dam-iv-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River with Pondage
Rongnichu Hydro Power Project,Sikkim,East Sikkim,01-06-2021 00:00,56.5,"Madhya Bharat Power 
Corporation Limited",operational,2021,2021-22,2020-2029,rongnichu-hydro-power-project-madhya-bharat-power-corporation-limited,hydro,Run of River type
Rongnichu Hydro Power Project,Sikkim,East Sikkim,01-06-2021 00:00,56.5,"Madhya Bharat Power 
Corporation Limited",operational,2021,2021-22,2020-2029,rongnichu-hydro-power-project-madhya-bharat-power-corporation-limited,hydro,Run of River type
Sorang Hydro Power Project,Himachal Pradesh,Kinnaur,01-09-2021 00:00,50,Himachal Sorang Power Private Limited,operational,2021,2021-22,2020-2029,sorang-hydro-power-project-himachal-sorang-power-private-limited,hydro,Run of River type
Sorang Hydro Power Project,Himachal Pradesh,Kinnaur,01-09-2021 00:00,50,Himachal Sorang Power Private Limited,operational,2021,2021-22,2020-2029,sorang-hydro-power-project-himachal-sorang-power-private-limited,hydro,Run of River type
Bajoli Holi Hydro Power Project,Himachal Pradesh,Chamba,01-03-2022 00:00,60,"GMR Bajoli Holi Hydro 
Power Private Limited",operational,2022,2021-22,2020-2029,bajoli-holi-hydro-power-project-gmr-bajoli-holi-hydro-power-private-limited,hydro,Run of River type
Bajoli Holi Hydro Power Project,Himachal Pradesh,Chamba,01-03-2022 00:00,60,"GMR Bajoli Holi Hydro 
Power Private Limited",operational,2022,2021-22,2020-2029,bajoli-holi-hydro-power-project-gmr-bajoli-holi-hydro-power-private-limited,hydro,Run of River type
Bajoli Holi Hydro Power Project,Himachal Pradesh,Chamba,01-03-2022 00:00,60,"GMR Bajoli Holi Hydro 
Power Private Limited",operational,2022,2021-22,2020-2029,bajoli-holi-hydro-power-project-gmr-bajoli-holi-hydro-power-private-limited,hydro,Run of River type
Vyasi Hydro Power Project,Uttarakhand,Dehradun,01-06-2022 00:00,60,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,2022,2022-23,2020-2029,vyasi-hydro-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Vyasi Hydro Power Project,Uttarakhand,Dehradun,01-06-2022 00:00,60,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,2022,2022-23,2020-2029,vyasi-hydro-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Naitwar Mori Hydro Power Project,Uttarakhand,Uttarkashi,24-11-2023 00:00,30,Satluj Jal Vidyut Nigam Limited (SJVNL),operational,2023,2023-24,2020-2029,naitwar-mori-hydro-power-project-satluj-jal-vidyut-nigam-limited-sjvnl,hydro,Run of River with Pondage
Naitwar Mori Hydro Power Project,Uttarakhand,Uttarkashi,02-12-2023 00:00,30,Satluj Jal Vidyut Nigam Limited (SJVNL),operational,2023,2023-24,2020-2029,naitwar-mori-hydro-power-project-satluj-jal-vidyut-nigam-limited-sjvnl,hydro,Run of River with Pondage
Gautami Gas Combined Cycle Gas Turbine Power Plant Stage- I,Andhra Pradesh,East Godavari,03-05-2009 00:00,145,GVK Industries Ltd.,operational,2009,2009-10,2000-2009,gautami-gas-combined-cycle-gas-turbine-power-plant-stage-i-gvk-industries-ltd,oil-gas,Combined Cycle Power Plant
Gautami Gas Combined Cycle Gas Turbine Power Plant Stage- I,Andhra Pradesh,East Godavari,03-05-2009 00:00,145,GVK Industries Ltd.,operational,2009,2009-10,2000-2009,gautami-gas-combined-cycle-gas-turbine-power-plant-stage-i-gvk-industries-ltd,oil-gas,Combined Cycle Power Plant
Gautami Gas Combined Cycle Gas Turbine Power Plant Stage- I,Andhra Pradesh,East Godavari,03-05-2009 00:00,174,GVK Industries Ltd.,operational,2009,2009-10,2000-2009,gautami-gas-combined-cycle-gas-turbine-power-plant-stage-i-gvk-industries-ltd,oil-gas,Combined Cycle Power Plant
GMR Energy Ltd. - Kakinada,Andhra Pradesh,East Godavari,29-11-2001 00:00,42.5,GMR Energy Ltd.,retired,2001,2001-02,2000-2009,gmr-energy-ltd-kakinada-gmr-energy-ltd,oil-gas,Combined Cycle Power Plant
GMR Energy Ltd. - Kakinada,Andhra Pradesh,East Godavari,29-11-2001 00:00,42.5,GMR Energy Ltd.,retired,2001,2001-02,2000-2009,gmr-energy-ltd-kakinada-gmr-energy-ltd,oil-gas,Combined Cycle Power Plant
GMR Energy Ltd. - Kakinada,Andhra Pradesh,East Godavari,29-11-2001 00:00,42.5,GMR Energy Ltd.,retired,2001,2001-02,2000-2009,gmr-energy-ltd-kakinada-gmr-energy-ltd,oil-gas,Combined Cycle Power Plant
GMR Energy Ltd. - Kakinada,Andhra Pradesh,East Godavari,29-11-2001 00:00,42.5,GMR Energy Ltd.,retired,2001,2001-02,2000-2009,gmr-energy-ltd-kakinada-gmr-energy-ltd,oil-gas,Combined Cycle Power Plant
GMR Energy Ltd. - Kakinada,Andhra Pradesh,East Godavari,29-11-2001 00:00,50,GMR Energy Ltd.,retired,2001,2001-02,2000-2009,gmr-energy-ltd-kakinada-gmr-energy-ltd,oil-gas,Combined Cycle Power Plant
GMR Rajahmundry Energy Ltd.,Andhra Pradesh,East Godavari,04-07-2015 00:00,384,GMR Rajahmundry Energy Ltd.,operational,2015,2015-16,2010-2019,gmr-rajahmundry-energy-ltd-gmr-rajahmundry-energy-ltd,oil-gas,Combined Cycle Power Plant
GMR Rajahmundry Energy Ltd.,Andhra Pradesh,East Godavari,04-07-2015 00:00,384,GMR Rajahmundry Energy Ltd.,operational,2015,2015-16,2010-2019,gmr-rajahmundry-energy-ltd-gmr-rajahmundry-energy-ltd,oil-gas,Combined Cycle Power Plant
GMR Vemagiri Combined Cycle Power Plant,Andhra Pradesh,East Godavari,13-01-2006 00:00,233,GMR Vemagiri Power Generation Ltd.,operational,2006,2005-06,2000-2009,gmr-vemagiri-combined-cycle-power-plant-gmr-vemagiri-power-generation-ltd,oil-gas,Combined Cycle Power Plant
GMR Vemagiri Combined Cycle Power Plant,Andhra Pradesh,East Godavari,08-06-2006 00:00,137,GMR Vemagiri Power Generation Ltd.,operational,2006,2006-07,2000-2009,gmr-vemagiri-combined-cycle-power-plant-gmr-vemagiri-power-generation-ltd,oil-gas,Combined Cycle Power Plant
Godavari (Kakinada) Gas Combined Cycle Power Plant Phase I,Andhra Pradesh,East Godavari,09-01-1997 00:00,47,Spectrum Power Generation Ltd.,operational,1997,1996-97,1990-1999,godavari-kakinada-gas-combined-cycle-power-plant-phase-i-spectrum-power-generation-ltd,oil-gas,Combined Cycle Power Plant
Godavari (Kakinada) Gas Combined Cycle Power Plant Phase I,Andhra Pradesh,East Godavari,01-04-1998 00:00,47,Spectrum Power Generation Ltd.,operational,1998,1998-99,1990-1999,godavari-kakinada-gas-combined-cycle-power-plant-phase-i-spectrum-power-generation-ltd,oil-gas,Combined Cycle Power Plant
Godavari (Kakinada) Gas Combined Cycle Power Plant Phase I,Andhra Pradesh,East Godavari,01-04-1998 00:00,47,Spectrum Power Generation Ltd.,operational,1998,1998-99,1990-1999,godavari-kakinada-gas-combined-cycle-power-plant-phase-i-spectrum-power-generation-ltd,oil-gas,Combined Cycle Power Plant
Godavari (Kakinada) Gas Combined Cycle Power Plant Phase I,Andhra Pradesh,East Godavari,31-03-1998 00:00,67,Spectrum Power Generation Ltd.,operational,1998,1997-98,1990-1999,godavari-kakinada-gas-combined-cycle-power-plant-phase-i-spectrum-power-generation-ltd,oil-gas,Combined Cycle Power Plant
GVK Jegurupadu Gas Combined Cycle Gas Turbine,Andhra Pradesh,East Godavari,04-07-1996 00:00,52.8,The Eastern Power Distribution Co. of Andhra Pradesh Ltd.,operational,1996,1996-97,1990-1999,gvk-jegurupadu-gas-combined-cycle-gas-turbine-the-eastern-power-distribution-co-of-andhra-pradesh-ltd,oil-gas,Gas Turbine
GVK Jegurupadu Gas Combined Cycle Gas Turbine,Andhra Pradesh,East Godavari,26-10-1996 00:00,52.8,The Eastern Power Distribution Co. of Andhra Pradesh Ltd.,operational,1996,1996-97,1990-1999,gvk-jegurupadu-gas-combined-cycle-gas-turbine-the-eastern-power-distribution-co-of-andhra-pradesh-ltd,oil-gas,Gas Turbine
GVK Jegurupadu Gas Combined Cycle Gas Turbine,Andhra Pradesh,East Godavari,11-12-1996 00:00,52.8,The Eastern Power Distribution Co. of Andhra Pradesh Ltd.,operational,1996,1996-97,1990-1999,gvk-jegurupadu-gas-combined-cycle-gas-turbine-the-eastern-power-distribution-co-of-andhra-pradesh-ltd,oil-gas,Gas Turbine
GVK Jegurupadu Gas Combined Cycle Gas Turbine,Andhra Pradesh,East Godavari,01-04-1997 00:00,77,The Eastern Power Distribution Co. of Andhra Pradesh Ltd.,operational,1997,1997-98,1990-1999,gvk-jegurupadu-gas-combined-cycle-gas-turbine-the-eastern-power-distribution-co-of-andhra-pradesh-ltd,oil-gas,Steam Turbine
GVK Jegurupadu Gas Combined Cycle Gas Turbine,Andhra Pradesh,East Godavari,09-10-2005 00:00,140,GVK Industries Ltd.,operational,2005,2005-06,2000-2009,gvk-jegurupadu-gas-combined-cycle-gas-turbine-gvk-industries-ltd,oil-gas,Combined Cycle Power Plant
GVK Jegurupadu Gas Combined Cycle Gas Turbine,Andhra Pradesh,East Godavari,11-11-2005 00:00,80,GVK Industries Ltd.,operational,2005,2005-06,2000-2009,gvk-jegurupadu-gas-combined-cycle-gas-turbine-gvk-industries-ltd,oil-gas,Combined Cycle Power Plant
Konaseema Combined Cycle Power Plant Phase I,Andhra Pradesh,East Godavari,01-05-2009 00:00,140,Konaseema Gas Power Ltd.,operational,2009,2009-10,2000-2009,konaseema-combined-cycle-power-plant-phase-i-konaseema-gas-power-ltd,oil-gas,Gas Turbine
Konaseema Combined Cycle Power Plant Phase I,Andhra Pradesh,East Godavari,01-05-2009 00:00,140,Konaseema Gas Power Ltd.,operational,2009,2009-10,2000-2009,konaseema-combined-cycle-power-plant-phase-i-konaseema-gas-power-ltd,oil-gas,Gas Turbine
Konaseema Combined Cycle Power Plant Phase I,Andhra Pradesh,East Godavari,30-06-2010 00:00,165,Konaseema Gas Power Ltd.,operational,2010,2010-11,2010-2019,konaseema-combined-cycle-power-plant-phase-i-konaseema-gas-power-ltd,oil-gas,Steam Turbine
Lanco Kondapalli Combined Cycle Gas Turbine Power Plant Phase I,Andhra Pradesh,Krishna,18-10-2000 00:00,118.654,Lanco Kondapalli Power Ltd.,operational,2000,2000-01,2000-2009,lanco-kondapalli-combined-cycle-gas-turbine-power-plant-phase-i-lanco-kondapalli-power-ltd,oil-gas,Combined Cycle Power Plant
Lanco Kondapalli Combined Cycle Gas Turbine Power Plant Phase I,Andhra Pradesh,Krishna,18-10-2000 00:00,121.285,Lanco Kondapalli Power Ltd.,operational,2000,2000-01,2000-2009,lanco-kondapalli-combined-cycle-gas-turbine-power-plant-phase-i-lanco-kondapalli-power-ltd,oil-gas,Combined Cycle Power Plant
Lanco Kondapalli Combined Cycle Gas Turbine Power Plant Phase I,Andhra Pradesh,Krishna,18-10-2000 00:00,128.205,Lanco Kondapalli Power Ltd.,operational,2000,2000-01,2000-2009,lanco-kondapalli-combined-cycle-gas-turbine-power-plant-phase-i-lanco-kondapalli-power-ltd,oil-gas,Combined Cycle Power Plant
Lanco Kondapalli Combined Cycle Gas Turbine Power Plant Phase II,Andhra Pradesh,Krishna,05-12-2009 00:00,233,Lanco Kondapalli Power Ltd.,operational,2009,2009-10,2000-2009,lanco-kondapalli-combined-cycle-gas-turbine-power-plant-phase-ii-lanco-kondapalli-power-ltd,oil-gas,Combined Cycle Power Plant
Lanco Kondapalli Combined Cycle Gas Turbine Power Plant Phase II,Andhra Pradesh,Krishna,19-07-2010 00:00,133,Lanco Kondapalli Power Ltd.,operational,2010,2010-11,2010-2019,lanco-kondapalli-combined-cycle-gas-turbine-power-plant-phase-ii-lanco-kondapalli-power-ltd,oil-gas,Combined Cycle Power Plant
Lanco Kondapalli Combined Cycle Gas Turbine Power Plant Phase III,Andhra Pradesh,Krishna,07-08-2015 00:00,371,Lanco Kondapalli Power Ltd.,operational,2015,2015-16,2010-2019,lanco-kondapalli-combined-cycle-gas-turbine-power-plant-phase-iii-lanco-kondapalli-power-ltd,oil-gas,Combined Cycle Power Plant
Lanco Kondapalli Combined Cycle Gas Turbine Power Plant Phase III,Andhra Pradesh,Krishna,05-09-2015 00:00,371,Lanco Kondapalli Power Ltd.,operational,2015,2015-16,2010-2019,lanco-kondapalli-combined-cycle-gas-turbine-power-plant-phase-iii-lanco-kondapalli-power-ltd,oil-gas,Combined Cycle Power Plant
Samalkot / Peddapuram Power Station Phase I,Andhra Pradesh,East Godavari,26-01-2002 00:00,142,Reliance Infrastructure Ltd.,operational,2002,2001-02,2000-2009,samalkot-peddapuram-power-station-phase-i-reliance-infrastructure-ltd,oil-gas,Gas Turbine
Samalkot / Peddapuram Power Station Phase I,Andhra Pradesh,East Godavari,12-09-2002 00:00,78,Reliance Infrastructure Ltd.,operational,2002,2002-03,2000-2009,samalkot-peddapuram-power-station-phase-i-reliance-infrastructure-ltd,oil-gas,Steam Turbine
Vijjeswaram Gas Power Plant,Andhra Pradesh,West Godavari,18-09-1990 00:00,33,APGPCL,operational,1990,1990-91,1990-1999,vijjeswaram-gas-power-plant-apgpcl,oil-gas,Combined Cycle Power Plant
Vijjeswaram Gas Power Plant,Andhra Pradesh,West Godavari,18-09-1990 00:00,33,APGPCL,operational,1990,1990-91,1990-1999,vijjeswaram-gas-power-plant-apgpcl,oil-gas,Combined Cycle Power Plant
Vijjeswaram Gas Power Plant,Andhra Pradesh,West Godavari,18-09-1990 00:00,34,APGPCL,operational,1990,1990-91,1990-1999,vijjeswaram-gas-power-plant-apgpcl,oil-gas,Combined Cycle Power Plant
Vijjeswaram Gas Power Plant,Andhra Pradesh,West Godavari,18-09-1990 00:00,112,APGPCL,operational,1990,1990-91,1990-1999,vijjeswaram-gas-power-plant-apgpcl,oil-gas,Combined Cycle Power Plant
Vijjeswaram Gas Power Plant,Andhra Pradesh,West Godavari,18-09-1990 00:00,60,APGPCL,operational,1990,1990-91,1990-1999,vijjeswaram-gas-power-plant-apgpcl,oil-gas,Combined Cycle Power Plant
Kathalguri (Assam) Gas Combined Cycle Gas Turbine Power Plant,Assam,Dibrugarh,16-03-1995 00:00,33.5,North Eastern Electric Power Corp. Ltd.,operational,1995,1994-95,1990-1999,kathalguri-assam-gas-combined-cycle-gas-turbine-power-plant-north-eastern-electric-power-corp-ltd,oil-gas,Gas Turbine
Kathalguri (Assam) Gas Combined Cycle Gas Turbine Power Plant,Assam,Dibrugarh,22-03-1995 00:00,33.5,North Eastern Electric Power Corp. Ltd.,operational,1995,1994-95,1990-1999,kathalguri-assam-gas-combined-cycle-gas-turbine-power-plant-north-eastern-electric-power-corp-ltd,oil-gas,Gas Turbine
Kathalguri (Assam) Gas Combined Cycle Gas Turbine Power Plant,Assam,Dibrugarh,30-06-1995 00:00,33.5,North Eastern Electric Power Corp. Ltd.,operational,1995,1995-96,1990-1999,kathalguri-assam-gas-combined-cycle-gas-turbine-power-plant-north-eastern-electric-power-corp-ltd,oil-gas,Gas Turbine
Kathalguri (Assam) Gas Combined Cycle Gas Turbine Power Plant,Assam,Dibrugarh,30-07-1995 00:00,33.5,North Eastern Electric Power Corp. Ltd.,operational,1995,1995-96,1990-1999,kathalguri-assam-gas-combined-cycle-gas-turbine-power-plant-north-eastern-electric-power-corp-ltd,oil-gas,Gas Turbine
Kathalguri (Assam) Gas Combined Cycle Gas Turbine Power Plant,Assam,Dibrugarh,02-03-1996 00:00,33.5,North Eastern Electric Power Corp. Ltd.,operational,1996,1995-96,1990-1999,kathalguri-assam-gas-combined-cycle-gas-turbine-power-plant-north-eastern-electric-power-corp-ltd,oil-gas,Gas Turbine
Kathalguri (Assam) Gas Combined Cycle Gas Turbine Power Plant,Assam,Dibrugarh,15-10-1996 00:00,33.5,North Eastern Electric Power Corp. Ltd.,operational,1996,1996-97,1990-1999,kathalguri-assam-gas-combined-cycle-gas-turbine-power-plant-north-eastern-electric-power-corp-ltd,oil-gas,Gas Turbine
Kathalguri (Assam) Gas Combined Cycle Gas Turbine Power Plant,Assam,Dibrugarh,01-03-1998 00:00,30,North Eastern Electric Power Corp. Ltd.,operational,1998,1997-98,1990-1999,kathalguri-assam-gas-combined-cycle-gas-turbine-power-plant-north-eastern-electric-power-corp-ltd,oil-gas,Steam Turbine
Kathalguri (Assam) Gas Combined Cycle Gas Turbine Power Plant,Assam,Dibrugarh,28-03-1998 00:00,30,North Eastern Electric Power Corp. Ltd.,operational,1998,1997-98,1990-1999,kathalguri-assam-gas-combined-cycle-gas-turbine-power-plant-north-eastern-electric-power-corp-ltd,oil-gas,Steam Turbine
